ENSEMBL ID,Gene Name,Chr,Strand,Start,End,fex10_1,fex10_2,fex10_3,fex2_1,fex2_2,fex2_3,S2R_1,S2R_2,S2R_3
FBgn0053847,His2A:CG33847,2L,+,21508566,21509058,53,42,24,38,53,41,36,42,38
FBgn0053848,His3:CG33848,2L,+,21510018,21510546,8,7,3,3,8,1,5,8,4
FBgn0053849,His1:CG33849,2L,+,21511728,21512750,4,5,3,6,3,3,4,6,3
FBgn0053850,His2A:CG33850,2L,+,21513610,21514102,72,39,30,33,29,28,24,45,33
FBgn0053851,His3:CG33851,2L,+,21515062,21515590,10,3,1,5,4,3,5,3,3
FBgn0053852,His1:CG33852,2L,+,21516773,21517795,3,4,7,3,4,3,5,4,8
FBgn0053853,His2A:CG33853,2L,+,21518655,21519147,100,66,70,70,76,66,79,81,61
FBgn0053854,His3:CG33854,2L,+,21520109,21520637,3,10,7,2,4,4,7,13,6
FBgn0053855,His1:CG33855,2L,+,21521616,21522638,7,4,8,8,6,8,2,8,2
FBgn0053856,His2A:CG33856,2L,+,21523498,21523990,100,72,55,57,67,60,70,77,83
FBgn0053857,His3:CG33857,2L,+,21524952,21525480,6,14,8,3,3,4,6,2,2
FBgn0053858,His1:CG33858,2L,+,21526459,21527481,9,7,7,9,16,9,5,8,10
FBgn0053859,His2A:CG33859,2L,+,21528341,21528833,129,99,79,75,101,70,81,104,102
FBgn0053860,His3:CG33860,2L,+,21529795,21530323,4,5,4,5,6,4,7,3,5
FBgn0053861,His1:CG33861,2L,+,21531302,21532324,29,12,18,26,12,37,15,17,20
FBgn0053862,His2A:CG33862,2L,+,21533184,21533676,248,195,148,165,194,148,158,195,147
FBgn0053863,His3:CG33863,2L,+,21534636,21535164,6,2,3,4,8,3,4,7,3
FBgn0053864,His1:CG33864,2L,+,21536346,21537368,46,46,33,48,53,46,33,26,43
FBgn0053865,His2A:CG33865,2L,+,21538228,21538720,705,531,413,484,524,446,474,553,488
FBgn0053866,His3:CG33866,2L,+,21541153,21541681,3,5,2,8,6,6,5,5,4
FBgn0051614,His-Psi:CR31614,2L,+,21542864,21543688,95,69,57,72,87,120,23,41,30
FBgn0053867,His-Psi:CR33867,2L,-,21539129,21541127,243,167,183,147,205,214,163,188,114
FBgn0053868,His2B:CG33868,2L,-,21537505,21538099,21,18,28,27,31,31,27,25,27
FBgn0053869,His4:CG33869,2L,-,21534085,21534610,26,32,18,18,21,21,24,22,34
FBgn0053870,His2B:CG33870,2L,-,21532461,21533055,8,1,2,4,2,3,9,7,8
FBgn0053871,His4:CG33871,2L,-,21529242,21529769,38,36,23,19,31,21,22,25,28
FBgn0053872,His2B:CG33872,2L,-,21527618,21528212,4,1,2,2,2,5,6,1,4
FBgn0053873,His4:CG33873,2L,-,21524399,21524926,35,33,27,22,19,27,19,23,39
FBgn0053874,His2B:CG33874,2L,-,21522775,21523369,2,1,1,2,1,2,2,5,4
FBgn0053875,His4:CG33875,2L,-,21519556,21520083,36,34,30,25,26,20,19,24,24
FBgn0053876,His2B:CG33876,2L,-,21517932,21518526,2,1,2,1,5,1,6,3,3
FBgn0053877,His4:CG33877,2L,-,21514466,21514878,39,28,28,29,24,26,13,27,30
FBgn0053878,His2B:CG33878,2L,-,21512887,21513481,0,0,0,0,0,0,0,0,0
FBgn0053879,His4:CG33879,2L,-,21509422,21509834,42,23,36,20,21,22,23,18,29
FBgn0053880,His2B:CG33880,2L,-,21507843,21508437,0,0,0,0,0,0,0,0,0
FBgn0053881,His4:CG33881,2L,-,21504377,21504789,44,25,28,29,22,22,22,24,22
FBgn0053882,His2B:CG33882,2L,-,21502798,21503392,1,0,0,0,0,0,0,0,0
FBgn0053883,His4:CG33883,2L,-,21499324,21499736,40,23,30,23,27,19,27,13,26
FBgn0053884,His2B:CG33884,2L,-,21497745,21498339,0,0,0,0,0,0,0,0,0
FBgn0053885,His4:CG33885,2L,-,21494279,21494691,39,29,24,30,31,20,22,22,29
FBgn0053886,His2B:CG33886,2L,-,21492700,21493294,0,0,0,0,0,0,0,0,0
FBgn0053887,His4:CG33887,2L,-,21489234,21489646,35,28,25,27,25,18,24,17,26
FBgn0053888,His2B:CG33888,2L,-,21487655,21488249,0,0,0,0,0,0,0,0,0
FBgn0053889,His4:CG33889,2L,-,21484085,21484497,39,16,23,26,32,17,19,24,21
FBgn0053890,His2B:CG33890,2L,-,21482504,21483098,0,0,1,0,0,0,0,0,0
FBgn0053891,His4:CG33891,2L,-,21479042,21479454,0,0,1,0,0,0,0,1,0
FBgn0053892,His2B:CG33892,2L,-,21477461,21478055,0,0,0,0,0,0,0,0,0
FBgn0053893,His4:CG33893,2L,-,21473999,21474411,0,0,0,0,0,1,1,0,0
FBgn0053894,His2B:CG33894,2L,-,21472418,21473012,0,0,0,0,0,0,0,0,0
FBgn0053895,His4:CG33895,2L,-,21468956,21469368,0,1,1,0,0,0,0,0,0
FBgn0053896,His2B:CG33896,2L,-,21467375,21467969,1,0,0,0,0,0,2,1,1
FBgn0053897,His4:CG33897,2L,-,21463913,21464325,0,1,0,2,0,0,0,1,0
FBgn0053898,His2B:CG33898,2L,-,21462332,21462926,3,1,4,3,0,2,3,2,3
FBgn0053899,His4:CG33899,2L,-,21458853,21459265,0,0,1,0,1,1,0,0,0
FBgn0053900,His2B:CG33900,2L,-,21457272,21457866,4,1,0,0,1,0,0,4,3
FBgn0053901,His4:CG33901,2L,-,21453790,21454202,104,58,68,53,53,59,52,59,57
FBgn0053902,His2B:CG33902,2L,-,21452211,21452805,2,1,2,2,0,1,3,0,0
FBgn0053903,His4:CG33903,2L,-,21439589,21440001,79,60,50,41,40,40,53,46,53
FBgn0053904,His2B:CG33904,2L,-,21438170,21438764,0,0,0,0,0,0,0,0,0
FBgn0053905,His4:CG33905,2L,-,21434703,21435115,83,62,50,43,50,60,53,43,49
FBgn0053906,His2B:CG33906,2L,-,21433122,21433716,0,0,0,0,0,1,0,0,0
FBgn0053907,His4:CG33907,2L,-,21429655,21430066,44,34,30,15,28,25,20,20,34
FBgn0053908,His2B:CG33908,2L,-,21428075,21428669,1,2,3,1,4,3,4,3,8
FBgn0051611,His4:CG31611,2L,-,21424593,21425005,136,108,110,83,95,101,108,94,88
FBgn0061209,His2B:CG17949,2L,-,21423014,21423608,0,0,0,0,0,0,1,0,0
FBgn0053909,His4:CG33909,2L,-,21419531,21419943,114,99,74,66,77,71,68,67,83
FBgn0053910,His2B:CG33910,2L,-,21418112,21418706,0,0,0,0,1,3,0,1,0
FBgn0028991,seq,2R,-,13176553,13190086,1269,901,969,1003,1000,1004,719,926,742
FBgn0053912,CG33912,3L,-,20754976,20755685,0,0,0,0,0,0,0,0,0
FBgn0053914,CG33914,2R,-,7036768,7039050,0,0,2,0,0,1,1,0,0
FBgn0065107,snmRNA:128,2L,+,5196035,5196097,0,2,0,4,1,0,2,3,1
FBgn0025455,CycT,3L,-,17551004,17557788,3640,3092,3036,3523,3426,3622,2353,3257,2523
FBgn0065102,snmRNA:184,2R,+,21335510,21335544,0,0,0,0,0,0,0,0,0
FBgn0065094,snmRNA:419,3R,+,12362916,12362989,0,0,0,0,0,0,0,0,0
FBgn0038683,CG11779,3R,-,19154097,19159878,1139,985,849,1007,942,912,766,952,857
FBgn0038682,CG5835,3R,-,19148632,19153686,134,82,97,118,129,130,104,99,119
FBgn0033628,CG13203,2R,+,11373607,11377109,4,0,0,0,0,1,1,0,0
FBgn0033739,Dyb,2R,+,12437345,12452916,908,694,702,914,864,943,654,780,698
FBgn0034081,CG10731,2R,-,16148812,16149795,551,412,327,465,579,499,468,509,483
FBgn0029175,sotv,2R,-,16145904,16148719,583,470,452,465,427,530,372,482,331
FBgn0027358,Tim9b,X,-,19616663,19618537,700,440,426,562,576,535,489,502,589
FBgn0031041,Pstk,X,-,19616663,19618537,700,440,426,562,576,535,489,502,589
FBgn0003435,sm,2R,-,19517864,19631508,1568,1216,1187,1553,1614,1781,760,1000,741
FBgn0024251,bbx,X,+,21363028,21373145,4258,3225,3033,3343,3456,3309,2306,3045,2524
FBgn0024182,waw,X,+,21363028,21373145,4162,3161,2972,3294,3389,3233,2258,2973,2477
FBgn0031455,Snapin,2L,-,2758427,2759677,818,513,516,625,571,520,463,469,663
FBgn0031454,HemK2,2L,-,2758427,2759677,818,513,516,625,571,520,463,469,663
FBgn0053476,CG33476,2R,-,10409985,10410570,0,0,0,0,0,0,0,0,0
FBgn0053919,CG33919,2R,-,6623832,6624577,1,1,0,1,1,4,3,3,0
FBgn0038032,CG10096,3R,-,12390166,12395980,28,38,35,45,46,56,46,59,50
FBgn0038033,CG10097,3R,-,12390166,12395980,28,38,35,45,46,56,46,59,50
FBgn0052652,lncRNA:CR32652,X,-,12411018,12412181,1,0,0,0,0,0,0,0,0
FBgn0053920,CG33920,3R,-,31044391,31045105,7,3,6,3,4,2,4,2,2
FBgn0051224,CG31224,3R,-,18650121,18659309,3323,2841,2517,2962,3000,2857,1969,2491,2018
FBgn0065048,snoRNA:U3:54Aa,2R,-,17143521,17143693,84,63,44,38,35,34,24,17,20
FBgn0011640,lark,3L,+,7339266,7341893,2944,2175,2161,2355,2208,1933,1686,1827,2613
FBgn0053922,CG33922,2L,-,1343443,1344171,0,0,0,0,0,0,0,0,0
FBgn0053923,CG33923,2L,-,1341365,1342095,0,0,0,0,0,0,0,0,0
FBgn0065099,snRNA:7SK,3R,-,7474553,7474996,72,66,54,65,89,42,37,27,32
FBgn0053926,CG33926,3L,+,9443232,9446388,1072,730,684,1097,1171,1122,1903,1612,2044
FBgn0053927,CG33927,3R,-,4689951,4690608,0,0,0,0,0,0,0,0,0
FBgn0053928,CG33928,2L,-,17435891,17436600,3,2,2,0,2,4,2,1,1
FBgn0067311,CheB38b,2L,-,20816456,20817270,0,0,0,0,0,0,0,0,0
FBgn0024293,Spn43Ab,2R,-,7151662,7153642,0,0,1,0,0,0,0,0,0
FBgn0038888,CheB93a,3R,+,21407445,21408324,0,0,0,0,0,0,0,0,0
FBgn0053929,CR33929,3R,-,12893972,12894529,0,0,0,0,0,0,0,0,0
FBgn0065076,snoRNA:185,2R,-,19727098,19727152,20,7,16,10,6,7,5,2,4
FBgn0033564,Pex6,2R,+,10879974,10883202,452,376,328,402,414,437,364,529,383
FBgn0061356,CG18003,2R,+,10883547,10884936,5,10,6,9,6,8,5,11,6
FBgn0066304,Rpp20,X,+,19744431,19745898,857,690,654,795,771,650,625,611,794
FBgn0066303,CG33932,X,+,19744431,19745898,857,690,654,795,771,650,625,611,794
FBgn0260466,Indy-2,3R,+,20042757,20048716,0,2,2,0,0,0,1,0,0
FBgn0064119,CG33934,3R,+,20042757,20048716,0,2,2,0,0,0,1,0,0
FBgn0002709,mei-218,X,-,17135985,17142990,1689,1435,1460,1696,1575,1836,1312,1756,1316
FBgn0028581,mei-217,X,-,17136578,17142990,1581,1339,1345,1587,1471,1684,1146,1586,1197
FBgn0063127,lncRNA:CR33938,3R,-,6699560,6700164,1,1,0,1,2,1,0,0,0
FBgn0047095,CG33939,X,-,19171077,19174900,6,4,2,2,3,3,2,1,2
FBgn0062928,hpRNA:CR33940,3L,-,19486745,19488439,2497,1781,1562,1876,2069,1849,1948,1672,2079
FBgn0062961,lncRNA:CR33942,2R,+,18711391,18711951,0,0,0,2,1,0,0,0,0
FBgn0047334,BG642312,3L,-,6232469,6233381,42,24,28,49,43,44,8,13,13
FBgn0046756,asRNA:CR33945,3R,+,31767973,31769423,48,39,33,50,58,42,56,57,63
FBgn0047000,CG33946,3L,+,6220578,6220949,1,0,1,0,0,0,0,2,0
FBgn0083068,CG33947,3L,+,11096496,11098556,102,77,69,105,126,119,124,121,101
FBgn0063083,lncRNA:CR33948,3L,+,7406323,7406617,0,0,0,0,0,0,0,0,0
FBgn0029153,Menl-2,2R,-,16414815,16419398,0,0,0,1,0,0,0,0,0
FBgn0029154,Menl-1,2R,-,16414815,16419398,0,0,0,1,0,0,0,0,0
FBgn0004507,GlyP,2L,+,2130813,2137296,1278,873,1096,515,505,462,318,356,397
FBgn0053629,CR33629,3R,+,10061686,10062314,0,0,0,0,0,0,0,0,0
FBgn0053632,CG33632,2R,+,12522023,12522731,1,2,3,2,1,1,0,7,2
FBgn0053721,CG33721,3R,+,22331069,22331801,0,0,1,0,0,0,0,0,0
FBgn0040606,CG6503,3R,-,26424698,26425105,1,0,0,0,0,0,0,0,0
FBgn0066084,RpL41,2R,-,24903416,24903935,67862,54804,47286,55538,69919,62754,90851,74448,81078
FBgn0083167,Neb-cGP,X,+,10460736,10461878,6030,4616,3947,4538,5102,4456,7626,6452,9234
FBgn0031414,eys,2L,+,2311680,2358944,12,7,13,8,2,1,1,6,1
FBgn0034903,sona,2R,-,23753477,23798395,2,1,2,3,1,1,0,0,0
FBgn0001297,kay,3R,+,29765995,29794113,22962,18323,17523,19145,20037,21643,14820,16960,15051
FBgn0030117,ric8b,X,+,9260697,9261332,160,121,104,125,115,89,70,87,94
FBgn0032763,CG17568,2L,-,19179749,19181702,180,167,137,181,188,178,171,195,191
FBgn0024963,GluClalpha,3R,+,19730715,19775231,4,3,1,1,0,4,1,3,1
FBgn0036210,CG14130,3L,+,11815444,11816710,208,176,175,207,201,208,241,258,274
FBgn0032536,Ance-3,2L,+,13914725,13956188,2,1,0,0,0,1,0,0,0
FBgn0020880,CG7179,2L,-,7775804,7778029,0,0,0,0,0,0,1,0,0
FBgn0032812,Hakai,2L,-,19580612,19582474,317,217,188,239,237,179,180,160,295
FBgn0001149,GstD1,3R,-,12367817,12369268,1892,1240,1198,1094,1142,1014,701,709,1091
FBgn0035766,eco,3L,-,7335442,7339340,2905,2408,2237,2575,2585,2776,1761,2158,1972
FBgn0034314,nopo,2R,+,18180496,18182519,571,522,414,601,663,724,569,538,512
FBgn0034317,CG14499,2R,+,18187707,18188573,0,1,0,0,1,1,2,5,4
FBgn0053958,CG33958,2R,-,18184382,18192851,1,1,0,0,0,0,0,0,2
FBgn0034315,CG5721,2R,-,18182435,18184090,3731,2907,2731,2717,2732,2651,2280,2632,2793
FBgn0052803,CG32803,X,-,1900699,1901911,1249,991,946,1236,1272,1132,1384,1523,1748
FBgn0031191,Cp110,X,+,22482082,22487458,785,659,547,657,600,651,545,632,646
FBgn0038131,CG15888,3R,-,13284946,13286529,0,0,0,0,0,0,0,0,0
FBgn0031930,CG7025,2L,-,7691109,7692683,0,1,0,3,0,1,0,1,0
FBgn0038714,Cpr92A,3R,-,19597502,19598955,1,0,0,0,0,0,0,1,0
FBgn0017579,RpL14,3L,+,8601006,8602392,32436,23714,22804,19771,20804,15191,18409,16260,28880
FBgn0031220,CG4822,2L,-,116970,121754,61044,50248,47365,48405,52520,55880,43384,57441,41539
FBgn0025388,CG12179,X,-,4631052,4636004,555,511,474,631,643,688,418,570,478
FBgn0025387,CG12184,X,-,4627380,4630936,137,118,114,132,124,136,95,134,129
FBgn0000152,Axs,X,-,16680089,16683895,1022,740,720,771,811,777,579,692,694
FBgn0003900,twi,2R,+,22985374,23048325,0,0,1,0,0,0,0,0,0
FBgn0036685,CG6664,3L,-,17012886,17016180,3380,2305,2232,2397,2365,2346,1950,2181,2335
FBgn0030778,CG4678,X,+,16696131,16711145,20,28,18,4,4,2,0,0,0
FBgn0013799,Deaf1,3L,+,19818174,19830686,1479,1251,1226,1366,1356,1282,986,1167,1116
FBgn0032515,loqs,2L,+,13382652,13385671,468,289,277,400,436,373,332,364,392
FBgn0052202,CG32202,3L,+,18682184,18682860,370,312,248,292,354,401,362,372,444
FBgn0050280,CG30280,2R,+,22113589,22114841,0,1,0,0,0,1,1,0,0
FBgn0033712,mIF3,2R,+,12321238,12322797,728,561,553,590,616,657,597,672,653
FBgn0027094,AlaRS,2L,-,8378262,8381764,15436,10868,9992,11373,11285,10560,8347,9836,9057
FBgn0039648,CG14515,3R,+,29197556,29199211,0,0,0,1,0,0,0,0,0
FBgn0035426,CG12078,3L,-,3243274,3244294,2,3,2,0,1,1,0,2,0
FBgn0032551,CG18636,2L,-,14783301,14784598,1,1,0,0,0,0,0,0,0
FBgn0028867,CR15280,2L,-,14781715,14783110,0,2,0,0,0,0,0,0,0
FBgn0031322,CG5001,2L,+,1185757,1196807,92,88,81,95,95,80,51,43,71
FBgn0000277,CecA2,3R,+,30212156,30212568,712,585,508,1424,1567,1538,11,2,1
FBgn0035945,CG5026,3L,+,8968528,8971752,1811,1321,1249,1547,1527,1568,1047,1226,1127
FBgn0031575,Cep97,2L,+,3867697,3871425,341,286,305,298,364,367,324,412,357
FBgn0034165,CG6435,2R,+,16873772,16874977,1,2,0,0,1,0,0,0,0
FBgn0002631,E(spl)m5-HLH,3R,-,26028854,26029735,0,0,0,0,0,0,0,0,0
FBgn0034009,CG8155,2R,-,15317817,15322171,1527,1365,1211,1446,1466,1530,888,1277,983
FBgn0031995,CG8475,2L,-,8190808,8196918,2327,1613,1566,1592,1664,1632,1269,1739,1324
FBgn0036603,CG13062,3L,+,16314285,16315149,1,0,0,0,0,0,0,0,0
FBgn0036607,CG13059,3L,+,16323672,16324308,0,0,2,0,0,0,0,0,0
FBgn0036609,CG13039,3L,-,16326057,16326762,1,0,0,0,0,1,0,0,0
FBgn0004047,Yp3,X,+,13759546,13761547,5,4,8,2,3,0,6,1,7
FBgn0034415,CG15116,2R,-,19055231,19055924,0,0,0,0,0,1,0,0,0
FBgn0067317,Cby,3R,+,21868003,21868770,15,17,25,7,11,9,1,9,8
FBgn0014464,Cp7Fa,X,+,8470888,8473087,0,0,0,0,0,0,0,0,0
FBgn0058172,lncRNA:CR40172,2L,-,20248928,20249722,0,0,0,0,0,0,0,0,0
FBgn0025632,CG4313,X,+,2041868,2055414,186,141,150,155,136,119,126,157,118
FBgn0011837,Tis11,X,+,12659415,12682560,9601,7648,7564,10442,10433,12499,7352,10247,6923
FBgn0053963,lncRNA:CR33963,X,+,12659462,12660632,307,237,234,299,326,381,210,339,143
FBgn0036916,Mtr3,3L,-,19912405,19913715,969,847,722,889,941,856,882,1015,1084
FBgn0011272,RpL13,2L,+,9967313,9968645,17978,13702,14508,11685,11115,8902,10297,11073,17515
FBgn0053964,CG33964,2R,+,12182639,12185506,274,217,221,255,280,305,296,401,321
FBgn0033453,Sting,2R,+,9842686,9845512,5860,4828,4498,4732,5202,5663,5043,6402,5048
FBgn0010406,RNaseX25,3L,+,7970588,7972449,3733,2922,2767,2625,3133,3012,1784,2117,1801
FBgn0036493,CG7255,3L,+,15304255,15311195,637,534,471,319,362,338,346,473,365
FBgn0003028,ovo,X,+,5048273,5070929,13,12,9,10,11,12,1,4,3
FBgn0020372,TM4SF,2R,+,23878197,23880860,6,4,5,0,4,3,4,13,7
FBgn0032896,CG14400,2L,-,20856987,20857891,0,0,0,0,0,0,0,0,0
FBgn0053965,CG33965,3L,+,1232882,1234015,0,0,0,0,0,0,0,0,0
FBgn0053966,CG33966,3L,+,1234130,1235420,0,0,0,0,0,0,0,0,0
FBgn0031726,Cyp6a16,2L,-,5620615,5623762,0,0,1,0,0,0,0,0,0
FBgn0004828,His3.3B,X,-,9152523,9156669,28110,19969,19223,19787,21604,20791,19606,19834,22315
FBgn0053517,Dop2R,X,-,20004680,20062706,0,0,0,0,0,0,0,1,0
FBgn0035021,CG4622,2R,-,24533374,24556300,478,358,377,408,384,387,423,485,487
FBgn0000094,Anp,3R,+,30209948,30210382,32,28,27,29,30,36,21,16,16
FBgn0035083,Tina-1,2R,-,24940625,24942413,2307,1957,2025,2065,2003,1881,2938,3363,3198
FBgn0037137,Nopp140,3L,+,21832774,21836685,6661,6637,6036,6658,6586,6699,4954,6467,6408
FBgn0010241,Mdr50,2R,+,14246966,14252597,79,80,80,63,79,64,76,104,103
FBgn0002283,l(3)73Ah,3L,+,16588475,16590132,754,586,508,546,565,511,443,518,627
FBgn0000355,Cp15,3L,+,8728481,8729066,0,0,0,0,0,0,0,0,0
FBgn0039020,CG17141,3R,-,22746446,22747599,357,282,234,304,298,271,304,358,430
FBgn0038405,CG8927,3R,+,16181020,16186235,0,0,2,0,0,1,0,0,0
FBgn0030863,CG8188,X,-,17698917,17703024,3442,2802,2909,3193,3237,3674,2398,3126,2670
FBgn0003687,Tbp,2R,-,21686192,21687642,1077,932,916,1085,1031,1102,948,938,1175
FBgn0051007,CG31007,3R,-,30991700,30992457,0,0,1,0,0,0,0,0,2
FBgn0032157,Etl1,2L,-,9908830,9912608,2206,1692,1545,1892,1880,1825,1673,2065,1660
FBgn0043841,vir-1,2L,-,12403270,12423439,9358,6987,6576,7894,8221,7898,5334,6129,6472
FBgn0034820,CG13538,2R,+,23087177,23088165,0,0,0,0,0,0,0,1,0
FBgn0010265,RpS13,2L,-,8363477,8364662,54870,46996,44492,40013,41550,38871,41345,42485,53496
FBgn0022893,Df31,2L,-,21626309,21629932,113155,85219,81146,102342,110575,117340,69508,78528,76948
FBgn0037385,glob3,3R,+,5830062,5831785,2,0,0,0,2,0,1,1,0
FBgn0052857,CG32857,X,-,21615449,21617617,1339,790,833,849,854,671,750,725,1120
FBgn0032391,escl,2L,+,11990927,11992848,877,734,683,744,772,748,795,867,736
FBgn0045759,bin,3L,+,6990622,6994447,2,1,0,1,0,3,1,0,1
FBgn0036374,Spt20,3L,+,13502707,13511541,780,620,549,662,619,611,369,474,418
FBgn0034566,CG9313,2R,+,20978901,20984043,1,1,2,3,0,0,1,1,0
FBgn0031285,CG3662,2L,+,821289,824337,4745,3387,3434,3199,3153,3236,2369,2636,2854
FBgn0004050,z,X,+,2447769,2450550,2294,1674,1583,1704,1604,1663,1304,1430,1664
FBgn0004644,hh,3R,-,23128169,23141906,34,22,20,1,6,1,0,1,0
FBgn0031765,CG9109,2L,-,6025870,6034423,0,0,1,1,0,0,0,0,0
FBgn0030522,CG11103,X,+,13782459,13783381,225,226,205,222,213,188,179,192,248
FBgn0038647,CG14302,3R,+,18732681,18733034,3,1,1,0,2,1,1,0,2
FBgn0028540,CG9008,2L,-,13774340,13780165,67,75,68,71,97,84,30,42,45
FBgn0000459,disco,X,-,16210598,16216750,0,0,0,0,0,0,1,0,0
FBgn0038980,Octbeta1R,3R,+,22497215,22520078,4,2,0,0,1,2,1,1,1
FBgn0000529,bsh,2L,-,19765776,19769067,0,0,0,0,0,0,0,1,0
FBgn0010607,l(2)05714,2L,-,4970135,4973921,917,765,732,980,940,1082,1022,1157,1050
FBgn0003943,Ubi-p63E,3L,-,3899259,3903184,39109,24428,25025,25774,24754,26352,19815,28834,20497
FBgn0050072,Obp50c,2R,+,14371186,14373006,0,0,0,0,0,0,0,1,0
FBgn0052072,Elo68alpha,3L,-,11101875,11103030,0,0,1,0,0,1,0,0,0
FBgn0052056,scramb1,3L,-,10220483,10225240,1623,1338,1353,1407,1427,1444,1604,1908,1868
FBgn0035258,CG13931,3L,-,1700956,1702407,0,1,0,0,0,0,0,0,0
FBgn0040719,CG15357,2L,-,1945150,1945709,1,0,0,0,0,0,0,0,0
FBgn0015773,NetA,X,-,14604012,14653928,2,1,0,0,0,0,1,0,0
FBgn0003002,opa,3R,+,4852813,4869979,2,0,0,0,1,0,0,0,0
FBgn0039369,CG17195,3R,-,25776276,25777198,0,0,0,0,0,0,0,0,0
FBgn0037326,CG14669,3R,+,5414527,5458394,1,0,2,0,0,0,2,0,0
FBgn0004087,Dhfr,3R,+,16481167,16481878,1563,1159,836,1238,1531,1490,1819,1651,1827
FBgn0033631,Sod3,2R,-,11380347,11384114,5,5,3,6,4,7,2,6,3
FBgn0000370,crc,2L,+,21310866,21319527,21247,16560,15789,17747,19390,19949,12090,14508,12165
FBgn0026433,Grip128,X,-,15468281,15472119,648,501,483,642,649,485,439,497,482
FBgn0053969,CG33969,3L,-,20391685,20393553,1470,1185,1141,1319,1430,1354,1076,1305,1002
FBgn0025683,CG3164,2L,-,122624,130791,31831,25922,24199,29793,31291,32257,23222,29784,22066
FBgn0039366,CG17198,3R,-,25773334,25775369,0,0,0,0,0,0,0,0,0
FBgn0004363,porin,2L,-,10847227,10850848,21848,15954,13785,18588,19290,18434,15411,16807,19434
FBgn0036680,Cpr73D,3L,-,16939100,16957689,5,1,0,0,1,0,3,2,3
FBgn0039370,CG4956,3R,-,25777268,25778305,0,0,0,0,0,0,0,0,0
FBgn0013263,Trl,3L,-,14747929,14761049,5481,3999,3844,4486,4401,4465,3591,4379,3690
FBgn0036306,CG10973,3L,-,12753239,12754774,694,747,684,1024,1136,1235,862,872,747
FBgn0260479,CG31904,2L,-,7734415,7738809,3,1,3,2,3,2,1,5,1
FBgn0038547,CG17803,3R,-,17798877,17801512,74,56,47,44,62,55,59,60,56
FBgn0024941,RSG7,X,-,16838173,16844433,2,0,3,0,0,0,0,1,1
FBgn0053970,CG33970,3R,+,26318355,26362588,66,41,39,22,23,19,12,16,19
FBgn0014396,tim,2L,-,3493986,3508119,7,5,16,4,3,6,2,3,1
FBgn0013765,cnn,2R,-,13439314,13450475,6509,5419,5198,5798,5814,5883,4387,5453,4880
FBgn0031270,CG13689,2L,+,602813,604430,242,199,180,183,210,183,254,260,246
FBgn0016977,spen,2L,+,159032,203397,14324,10396,9213,9561,10485,11025,7003,9713,6575
FBgn0016930,Dyrk2,2L,-,14184478,14234126,5052,4078,3772,3438,3615,3983,1503,1869,1470
FBgn0031971,Sirup,2L,+,7998869,7999676,6758,3932,7145,3374,3898,2641,3544,3260,3885
FBgn0031619,CG3355,2L,+,4651403,4652892,0,0,0,0,0,0,0,0,0
FBgn0010488,NAT1,2R,+,12915994,12923734,26679,23204,21234,20555,20667,20439,11462,14563,12726
FBgn0033781,CG13319,2R,+,12923904,12924664,377,302,312,388,376,346,265,321,456
FBgn0011205,fbl,3L,+,20384429,20391913,2800,2157,2102,2331,2267,2132,1755,1918,2047
FBgn0053971,Ir62a,3L,-,1529439,1531259,252,180,171,177,213,183,143,210,145
FBgn0020381,Dredd,X,-,633622,635545,1201,924,907,1038,1140,1053,1037,1086,1202
FBgn0035209,msd1,3L,+,1331744,1332326,975,763,673,1021,1190,1078,993,1067,1185
FBgn0037525,CG17816,3R,-,7855582,7886733,46,25,37,56,63,55,46,55,38
FBgn0031623,Taf12L,2L,-,4700835,4701485,24,26,19,11,8,11,33,32,36
FBgn0004911,asRNA:Eig63F-2,3L,+,3934718,3935992,0,0,1,0,0,1,0,0,0
FBgn0053309,CG33309,2L,+,14810761,14812599,0,0,0,0,0,0,0,0,0
FBgn0011937,tRNA:Asn-GTT-1-2,2R,+,6153186,6153259,0,0,0,2,0,0,0,0,0
FBgn0011936,tRNA:Asn-GTT-1-3,2R,-,6153506,6153579,0,0,0,0,0,0,0,0,0
FBgn0000406,Cyt-b5-r,2L,-,16788774,16790721,0,1,0,0,0,0,0,0,0
FBgn0004052,Z600,3L,+,15509061,15509513,2,0,0,1,1,0,0,1,2
FBgn0039544,CG12877,3R,+,27707100,27710857,1145,818,864,1019,1044,1055,697,792,823
FBgn0014869,Pglym78,3R,+,29148248,29149901,2499,1840,1902,1508,1546,1247,1062,1070,1589
FBgn0013720,pck,X,+,1470666,1472325,966,778,746,839,856,837,621,673,768
FBgn0003638,su(w[a]),X,+,1012779,1046040,8626,6721,6984,6579,6207,6384,5044,6685,6767
FBgn0000276,CecA1,3R,+,30210874,30211273,2881,2115,1971,5434,5869,5860,35,26,38
FBgn0041624,Or65b,3L,+,6325612,6327049,0,0,0,0,0,0,0,0,0
FBgn0041623,Or65c,3L,+,6327608,6329069,2,2,1,3,4,2,0,0,0
FBgn0010438,mtSSB,3R,-,16204194,16205250,2922,2150,1792,2358,2512,2330,2197,2254,2915
FBgn0021764,sdk,X,+,686834,749496,668,579,507,475,460,475,296,355,231
FBgn0040099,lectin-28C,2L,+,7857077,7860120,49,34,39,41,56,49,21,16,7
FBgn0004618,gl,3R,-,18367927,18372738,0,0,0,0,0,0,0,0,0
